record_id,date,year,month,province,region,energy_type,installed_capacity_mw,generation_gwh,utilization_hours,average_temperature_c,precipitation_mm,wind_speed_m_s,solar_radiation_kwh_m2,grid_connection_rate_pct,investment_million_cny,policy_support_level
RE00471,2021-03-01,2021,3,四川,西南,水电,54352.43,6704.02,133.58,12.59,71.05,4.42,107.29,92.29,769.21,低
RE00489,2021-04-01,2021,4,四川,西南,水电,54679.16,7255.24,145.05,16.93,46.98,4.15,132.0,91.08,960.08,低
RE00507,2021-05-01,2021,5,四川,西南,水电,54828.1,8794.89,166.96,20.31,89.93,4.14,148.08,94.29,959.56,低
RE00525,2021-06-01,2021,6,四川,西南,水电,56027.59,10792.71,211.24,25.52,125.03,3.68,142.34,92.43,861.64,低
RE00543,2021-07-01,2021,7,四川,西南,水电,53204.5,9614.55,196.87,26.98,123.2,4.12,149.93,90.99,1005.61,低
RE00561,2021-08-01,2021,8,四川,西南,水电,53917.32,11052.46,223.08,30.59,144.49,3.16,121.57,91.65,1062.58,低
RE00579,2021-09-01,2021,9,四川,西南,水电,55437.32,10728.01,211.27,22.65,136.19,3.41,99.95,91.81,1170.32,低
RE00597,2021-10-01,2021,10,四川,西南,水电,54890.97,10083.12,205.25,18.45,132.84,3.71,93.24,91.99,1062.4,低
RE00615,2021-11-01,2021,11,四川,西南,水电,55206.64,9164.41,176.0,10.31,97.69,3.56,80.96,92.51,696.32,低
RE00633,2021-12-01,2021,12,四川,西南,水电,56842.04,7578.31,140.51,8.53,85.31,4.97,58.99,91.92,1056.14,低
RE00651,2022-01-01,2022,1,四川,西南,水电,58133.97,6802.9,125.72,7.49,32.7,3.37,60.11,94.36,1071.51,低
RE00669,2022-02-01,2022,2,四川,西南,水电,56993.52,6431.87,122.0,8.38,43.16,4.67,81.04,92.74,1161.8,低
RE00687,2022-03-01,2022,3,四川,西南,水电,55112.72,6946.89,137.04,13.7,63.02,3.91,109.54,93.47,958.46,低
RE00705,2022-04-01,2022,4,四川,西南,水电,56304.7,6820.49,133.83,15.57,55.19,5.47,139.99,94.47,1046.94,低
RE00723,2022-05-01,2022,5,四川,西南,水电,54509.63,9175.83,177.96,21.71,93.24,4.04,155.29,93.91,1011.8,低
RE00741,2022-06-01,2022,6,四川,西南,水电,56487.35,10255.04,187.47,28.72,114.69,3.5,156.09,94.19,1025.98,低
RE00759,2022-07-01,2022,7,四川,西南,水电,56484.49,11792.24,223.76,26.6,143.88,3.18,141.7,93.36,937.29,低
RE00777,2022-08-01,2022,8,四川,西南,水电,57521.3,11881.13,219.47,30.33,149.59,2.7,127.73,93.93,864.62,低
RE00795,2022-09-01,2022,9,四川,西南,水电,55545.91,9747.0,192.36,21.01,140.73,3.4,108.82,92.38,1002.39,低
RE00813,2022-10-01,2022,10,四川,西南,水电,57893.68,12107.89,229.94,17.56,126.62,3.19,111.69,92.72,1051.91,低
RE00831,2022-11-01,2022,11,四川,西南,水电,55866.2,9203.03,182.85,10.12,107.39,3.94,61.33,90.97,1077.02,低
RE00849,2022-12-01,2022,12,四川,西南,水电,57221.66,8636.24,163.3,8.24,88.32,4.33,93.15,92.45,916.26,低
RE00867,2023-01-01,2023,1,四川,西南,水电,56170.46,6657.99,129.32,2.98,63.43,4.71,69.47,92.31,951.86,中
RE00885,2023-02-01,2023,2,四川,西南,水电,59032.91,6720.17,107.11,9.04,27.15,5.19,95.18,95.2,1245.41,中
RE00903,2023-03-01,2023,3,四川,西南,水电,57731.9,6782.35,122.32,7.98,42.72,4.87,108.12,93.8,986.71,中
RE00921,2023-04-01,2023,4,四川,西南,水电,57441.39,7853.12,141.03,17.19,71.52,4.28,124.64,94.97,752.92,中
RE00939,2023-05-01,2023,5,四川,西南,水电,59473.4,8434.55,154.63,21.14,95.15,3.84,152.89,95.85,892.06,中
RE00957,2023-06-01,2023,6,四川,西南,水电,60989.96,11975.47,214.43,25.64,120.15,3.28,155.01,93.24,1136.87,中
RE00975,2023-07-01,2023,7,四川,西南,水电,57766.62,12562.57,231.62,27.61,157.78,2.8,141.17,94.46,1335.89,中
RE00993,2023-08-01,2023,8,四川,西南,水电,57466.21,10904.72,205.53,22.52,142.5,3.1,131.83,93.3,974.54,中
RE01011,2023-09-01,2023,9,四川,西南,水电,57196.77,9539.06,173.16,23.76,117.93,3.35,98.9,95.34,853.08,中
RE01029,2023-10-01,2023,10,四川,西南,水电,59761.67,10655.35,196.71,14.07,113.86,2.83,93.46,91.98,1004.05,中
RE01047,2023-11-01,2023,11,四川,西南,水电,59374.56,9951.89,175.89,9.39,109.01,4.72,82.89,94.91,1056.77,中
RE01065,2023-12-01,2023,12,四川,西南,水电,59760.76,8245.18,149.37,9.74,72.92,4.54,67.33,93.71,1366.88,中
RE01083,2024-01-01,2024,1,四川,西南,水电,60120.65,6865.14,121.55,6.9,39.31,4.19,75.96,95.52,1263.76,中
RE01101,2024-02-01,2024,2,四川,西南,水电,61142.88,5933.62,101.56,9.45,17.77,5.84,99.53,97.53,955.72,中
RE01119,2024-03-01,2024,3,四川,西南,水电,59617.04,8042.55,140.14,11.64,59.39,5.16,110.44,96.175,842.72,中
RE01137,2024-04-01,2024,4,四川,西南,水电,60297.69,8310.05,143.82,19.05,72.39,5.13,132.78,94.82,1011.69,中
RE01155,2024-05-01,2024,5,四川,西南,水电,60095.69,8499.98,152.44,27.03,93.75,4.55,135.7,93.6,978.35,中
RE01173,2024-06-01,2024,6,四川,西南,水电,57705.67,11031.18,204.55,26.34,137.65,4.18,151.17,94.43,779.8,中
RE01191,2024-07-01,2024,7,四川,西南,水电,60233.0,11711.39,205.69,29.71,137.89,2.51,139.05,96.81,1103.69,中
RE01209,2024-08-01,2024,8,四川,西南,水电,59621.4,12892.62,225.74,28.91,159.07,4.4,122.5,94.59,1011.2,中
RE01227,2024-09-01,2024,9,四川,西南,水电,60127.49,12864.59,223.7,23.49,160.71,3.89,115.27,94.51,915.41,中
RE01245,2024-10-01,2024,10,四川,西南,水电,60287.21,10149.04,185.82,18.07,108.33,3.39,80.96,93.1,1185.12,中
RE01263,2024-11-01,2024,11,四川,西南,水电,58470.95,9770.46,178.97,12.3,88.78,3.28,69.24,94.69,1016.25,中
RE01281,2024-12-01,2024,12,四川,西南,水电,61228.37,9201.77,157.8,8.36,83.52,4.27,65.15,95.95,822.08,中
RE01299,2025-01-01,2025,1,四川,西南,水电,60748.11,8368.28,149.36,2.75,58.05,4.17,74.66,95.22,994.93,中
RE01317,2025-02-01,2025,2,四川,西南,水电,61349.2,7473.32,122.68,7.98,73.66,4.96,103.46,97.57,1048.48,中
RE01335,2025-03-01,2025,3,四川,西南,水电,62179.24,8192.52,139.02,12.34,56.35,4.86,116.14,94.77,1459.7,中
RE01353,2025-04-01,2025,4,四川,西南,水电,60693.42,7743.61,129.92,18.66,60.65,4.76,113.42,97.23,1066.61,中
RE01371,2025-05-01,2025,5,四川,西南,水电,60044.73,8464.12,145.86,23.7,101.41,3.67,145.55,97.9,1305.55,中
RE01389,2025-06-01,2025,6,四川,西南,水电,60029.65,12691.83,217.79,24.21,125.36,4.68,138.77,98.55,1007.05,中
RE01407,2025-07-01,2025,7,四川,西南,水电,59316.39,12159.38,212.28,27.11,141.13,2.04,120.55,96.78,930.13,中
RE01425,2025-08-01,2025,8,四川,西南,水电,61245.89,14508.29,250.13,26.52,170.68,3.16,126.13,96.49,1093.94,中
RE01443,2025-09-01,2025,9,四川,西南,水电,60685.22,11854.405,212.8,21.73,130.33,4.05,119.33,95.19,1006.91,中
RE01461,2025-10-01,2025,10,四川,西南,水电,61506.63,9200.52,157.96,16.060000000000002,86.69,3.28,89.83,95.2,1150.01,中
RE01479,2025-11-01,2025,11,四川,西南,水电,61241.9,10438.82,179.03,10.39,95.38,3.77,78.22,95.97,1121.7,中
RE01497,2025-12-01,2025,12,四川,西南,水电,62123.3,9566.85,159.15,7.99,74.86,4.27,73.65,95.88,1048.45,中
RE00002,2019-01-01,2019,1,四川,西南,风电,3157.36,506.92,186.79,5.74,61.05,5.67,81.48,87.01,177.51,低
RE00020,2019-02-01,2019,2,四川,西南,风电,3183.84,420.15,145.06,7.73,58.96,4.32,86.59,90.63,170.25,低
RE00038,2019-03-01,2019,3,四川,西南,风电,3250.2,408.3,139.35,10.62,42.38,4.31,107.82,89.79,164.08,低
RE00056,2019-04-01,2019,4,四川,西南,风电,3353.55,452.58,155.43,17.59,72.03,4.69,126.05,87.08,146.63,低
RE00074,2019-05-01,2019,5,四川,西南,风电,3240.75,532.2,185.12,18.54,74.4,5.21,149.28,88.03,161.47,低
RE00092,2019-06-01,2019,6,四川,西南,风电,3363.38,387.38,131.61,29.33,126.62,3.69,130.91,87.81,187.48,低
RE00110,2019-07-01,2019,7,四川,西南,风电,3355.35,403.55,137.28,28.12,163.15,3.65,144.46,88.01,153.96,低
RE00128,2019-08-01,2019,8,四川,西南,风电,3365.52,450.46,150.06,25.71,161.07,4.25,144.3,89.23,119.78,低
RE00146,2019-09-01,2019,9,四川,西南,风电,3477.4,378.79,119.85,19.9,135.0,3.42,100.03,89.37,176.28,低
RE00164,2019-10-01,2019,10,四川,西南,风电,3435.0,475.92,155.66,18.72,110.82,4.23,79.83,88.26,180.1,低
RE00182,2019-11-01,2019,11,四川,西南,风电,3581.27,509.58,164.43,12.98,77.86,5.21,68.83,87.14,160.49,低
RE00200,2019-12-01,2019,12,四川,西南,风电,3590.6,510.71,164.95,7.49,79.43,4.35,56.48,88.31,136.72,低
RE00218,2020-01-01,2020,1,四川,西南,风电,3598.28,532.18,158.8,4.74,78.96,4.22,59.68,92.33,172.26,低
RE00236,2020-02-01,2020,2,四川,西南,风电,3630.25,463.92,142.52,10.56,38.79,4.57,114.98,88.74,177.35,低
RE00254,2020-03-01,2020,3,四川,西南,风电,3682.36,454.22,142.8,9.29,28.65,4.83,109.75,87.41,178.68,低
RE00272,2020-04-01,2020,4,四川,西南,风电,3589.21,536.61,168.39,16.11,73.26,4.64,129.78,87.41,141.63,低
RE00290,2020-05-01,2020,5,四川,西南,风电,3643.47,519.1,159.11,21.17,83.91,3.67,141.83,88.63,149.06,低
RE00308,2020-06-01,2020,6,四川,西南,风电,3781.72,449.29,132.46,27.29,99.69,3.33,150.6,90.95,175.47,低
RE00326,2020-07-01,2020,7,四川,西南,风电,3650.13,380.93,113.95,28.64,147.35,3.1,136.08,90.43,174.33,低
RE00344,2020-08-01,2020,8,四川,西南,风电,3864.11,377.78,110.97,28.92,146.46,3.06,133.87,88.39,243.09,低
RE00362,2020-09-01,2020,9,四川,西南,风电,3823.82,379.19,109.98,24.52,153.03,2.66,109.11,89.96,167.64,低
RE00380,2020-10-01,2020,10,四川,西南,风电,3808.36,467.17,135.31,17.58,96.66,3.53,96.55,88.26,177.57,低
RE00398,2020-11-01,2020,11,四川,西南,风电,3810.67,473.2,135.2,10.85,70.14,3.22,76.83,92.48,153.59,低
RE00416,2020-12-01,2020,12,四川,西南,风电,3860.82,495.65,144.93,6.93,61.1,3.89,91.4,89.41,153.25,低
RE00434,2021-01-01,2021,1,四川,西南,风电,3958.29,514.96,143.85,4.63,59.33,3.85,80.33,91.36,199.38,中
RE00452,2021-02-01,2021,2,四川,西南,风电,4049.8,618.57,172.72,7.49,55.0,4.61,93.15,89.79,189.78,中
RE00470,2021-03-01,2021,3,四川,西南,风电,4084.44,600.02,163.44,12.34,55.25,5.16,112.8,90.72,159.99,中
RE00488,2021-04-01,2021,4,四川,西南,风电,4042.77,577.88,162.78,16.57,69.66,4.54,121.73,89.04,182.17,中
RE00506,2021-05-01,2021,5,四川,西南,风电,4148.61,483.6,128.42,21.39,82.4,3.38,140.87,90.07,194.83,中
RE00524,2021-06-01,2021,6,四川,西南,风电,4205.63,554.64,149.32,28.07,129.71,4.18,137.79,91.42,208.52,中
RE00542,2021-07-01,2021,7,四川,西南,风电,4262.56,365.4,92.63,27.45,143.66,2.27,150.24,93.16,252.31,中
RE00560,2021-08-01,2021,8,四川,西南,风电,4149.14,486.62,128.74,24.4,136.35,3.13,139.96,91.64,220.41,中
RE00578,2021-09-01,2021,9,四川,西南,风电,4183.86,417.32,112.46,22.95,124.13,1.91,117.69,91.96,182.97,中
RE00596,2021-10-01,2021,10,四川,西南,风电,4296.67,492.97,125.07,16.47,104.74,3.77,96.33,89.9,184.48,中
RE00614,2021-11-01,2021,11,四川,西南,风电,4346.06,536.47,137.01,14.22,104.51,3.79,75.16,89.71,186.75,中
RE00632,2021-12-01,2021,12,四川,西南,风电,4380.15,539.86,135.74,8.89,71.68,3.92,69.13,90.5,196.07,中
RE00650,2022-01-01,2022,1,四川,西南,风电,4479.1,659.19,158.66,9.03,54.25,4.91,70.17,94.27,228.21,中
RE00668,2022-02-01,2022,2,四川,西南,风电,4317.15,577.32,144.73,8.05,65.72,4.54,100.2,90.77,219.29,中
RE00686,2022-03-01,2022,3,四川,西南,风电,4458.04,715.61,171.7,13.08,61.76,5.27,108.26,92.93,171.89,中
RE00704,2022-04-01,2022,4,四川,西南,风电,4583.03,693.96,164.88,16.11,68.82,4.62,136.7,91.15,225.66,中
RE00722,2022-05-01,2022,5,四川,西南,风电,4730.19,588.0,136.36,21.09,109.34,3.86,143.7,91.41,222.93,中
RE00740,2022-06-01,2022,6,四川,西南,风电,4671.86,502.65,115.78,27.8,115.01,3.02,141.15,92.61,171.8,中
RE00758,2022-07-01,2022,7,四川,西南,风电,4477.8,451.36,110.43,25.05,125.38,2.75,138.09,90.47,219.48,中
RE00776,2022-08-01,2022,8,四川,西南,风电,4603.92,562.54,131.16,27.22,164.96,2.76,150.27,93.69,202.45,中
RE00794,2022-09-01,2022,9,四川,西南,风电,4659.88,480.95,111.47,18.32,123.47,3.1,119.73,91.2,246.91,中
RE00812,2022-10-01,2022,10,四川,西南,风电,4805.6,648.17,148.7,17.09,90.47,3.86,85.72,90.8,222.21,中
RE00830,2022-11-01,2022,11,四川,西南,风电,4713.57,618.33,145.85,10.38,63.83,4.55,90.64,90.98,191.67,中
RE00848,2022-12-01,2022,12,四川,西南,风电,4979.37,620.55,135.43,5.68,67.54,4.6,75.51,91.53,206.75,中
RE00866,2023-01-01,2023,1,四川,西南,风电,4948.41,791.96,179.07,5.34,70.63,5.2,46.23,91.95,226.95,中
RE00884,2023-02-01,2023,2,四川,西南,风电,4898.46,895.69,196.27,11.25,47.43,5.23,93.54,92.85,225.49,中
RE00902,2023-03-01,2023,3,四川,西南,风电,5007.63,831.26,178.85,12.72,31.31,5.17,107.36,92.39,260.18,中
RE00920,2023-04-01,2023,4,四川,西南,风电,5066.36,800.78,168.49,16.65,109.46,4.95,107.96,93.52,247.48,中
RE00938,2023-05-01,2023,5,四川,西南,风电,4847.36,424.18,96.14,21.98,123.66,3.65,142.4,93.43,201.61,中
RE00956,2023-06-01,2023,6,四川,西南,风电,5017.77,660.9,139.26,24.93,126.93,3.76,159.88,93.67,263.14,中
RE00974,2023-07-01,2023,7,四川,西南,风电,4947.09,650.15,140.73,27.83,131.9,3.79,151.83,93.93,263.53,中
RE00992,2023-08-01,2023,8,四川,西南,风电,5071.17,647.91,135.15,27.27,161.58,2.99,146.03,93.82,241.79,中
RE01010,2023-09-01,2023,9,四川,西南,风电,5160.63,511.41,105.61,19.61,135.09,2.17,120.73,93.72,320.73,中
RE01028,2023-10-01,2023,10,四川,西南,风电,5274.64,689.39,144.85,16.78,123.99,3.59,102.01,92.74,304.57,中
RE01046,2023-11-01,2023,11,四川,西南,风电,5439.9,550.51,106.9,12.64,93.18,3.49,63.05,94.26,276.98,中
RE01064,2023-12-01,2023,12,四川,西南,风电,5338.92,729.69,150.93,6.44,53.45,3.62,68.91,92.14,252.85,中
RE01082,2024-01-01,2024,1,四川,西南,风电,5447.12,932.46,177.49,5.96,43.5,5.07,72.71,94.48,215.36,中
RE01100,2024-02-01,2024,2,四川,西南,风电,5418.43,882.84,171.34,8.91,44.93,4.81,86.36,93.9,225.75,中
RE01118,2024-03-01,2024,3,四川,西南,风电,5504.18,867.0,164.06,11.5,55.15,4.71,110.78,94.05,290.07,中
RE01136,2024-04-01,2024,4,四川,西南,风电,5519.51,880.665,158.25,15.92,52.34,4.83,128.88,93.83,273.6,中
RE01154,2024-05-01,2024,5,四川,西南,风电,5674.79,894.33,167.96,22.68,88.43,4.85,146.31,94.24,228.27,中
RE01172,2024-06-01,2024,6,四川,西南,风电,5605.13,601.3,114.21,26.57,124.65,2.89,167.87,95.87,280.06,中
RE01190,2024-07-01,2024,7,四川,西南,风电,5703.38,659.82,122.92,28.86,176.95,3.35,134.88,93.53,255.09,中
RE01208,2024-08-01,2024,8,四川,西南,风电,5581.27,575.85,109.17,27.29,147.5,2.91,131.22,94.55,319.04,中
RE01226,2024-09-01,2024,9,四川,西南,风电,5744.01,759.78,135.02,25.38,146.6,3.34,130.72,93.36,339.07,中
RE01244,2024-10-01,2024,10,四川,西南,风电,5790.79,783.06,143.61,15.25,106.15,3.71,90.29,93.44,230.59,中
RE01262,2024-11-01,2024,11,四川,西南,风电,5768.07,762.41,135.59,9.25,99.71,4.23,68.86,95.92,267.19,中
RE01280,2024-12-01,2024,12,四川,西南,风电,5918.22,820.46,149.65,9.28,70.56,4.69,83.52,93.28,282.08,中
RE01298,2025-01-01,2025,1,四川,西南,风电,6085.72,1015.41,179.7,5.1,48.67,5.37,81.16,93.04,248.23,高
RE01316,2025-02-01,2025,2,四川,西南,风电,6125.71,972.25,165.62,9.85,59.8,4.65,88.14,95.41,305.43,高
RE01334,2025-03-01,2025,3,四川,西南,风电,6197.23,945.67,158.62,14.63,64.33,4.79,108.32,96.97,379.96,高
RE01352,2025-04-01,2025,4,四川,西南,风电,5996.96,823.83,141.4,13.14,90.63,4.48,126.08,94.53,290.89,高
RE01370,2025-05-01,2025,5,四川,西南,风电,6253.39,816.55,135.65,23.16,98.83,3.32,151.63,94.41,316.42,高
RE01388,2025-06-01,2025,6,四川,西南,风电,5918.15,639.86,113.37,27.17,89.89,2.96,139.98,95.45,252.12,高
RE01406,2025-07-01,2025,7,四川,西南,风电,6533.49,732.51,122.9,29.11,145.87,3.17,141.0,93.01,295.76,高
RE01424,2025-08-01,2025,8,四川,西南,风电,6307.81,615.58,104.5,31.36,110.87,3.21,114.91,95.2,275.74,高
RE01442,2025-09-01,2025,9,四川,西南,风电,6435.38,905.2,146.12,22.15,117.69,4.16,111.9,95.66,289.11,高
RE01460,2025-10-01,2025,10,四川,西南,风电,6452.18,889.76,140.4,16.92,133.28,3.62,105.55,96.71,287.92,高
RE01478,2025-11-01,2025,11,四川,西南,风电,6709.29,684.94,106.45,11.76,91.44,3.12,82.04,94.84,335.48,高
RE01496,2025-12-01,2025,12,四川,西南,风电,6426.35,722.58,114.32,7.59,89.68,4.04,73.49,96.91,323.77,高
RE00016,2019-01-01,2019,1,广东,华南,光伏,10367.81,1013.59,112.41,14.52,42.46,5.05,89.0,87.37,534.97,低
RE00034,2019-02-01,2019,2,广东,华南,光伏,10681.73,988.04,104.07,12.22,57.73,5.91,96.08,88.46,578.83,低
RE00052,2019-03-01,2019,3,广东,华南,光伏,10629.64,1124.84,122.82,16.15,55.28,5.73,130.94,86.61,666.94,低
RE00070,2019-04-01,2019,4,广东,华南,光伏,10547.24,1290.62,133.57,25.0,98.24,4.33,151.1,89.53,589.23,低
RE00088,2019-05-01,2019,5,广东,华南,光伏,11026.19,1498.91,150.36,25.61,73.89,3.78,160.75,88.8,498.68,低
RE00106,2019-06-01,2019,6,广东,华南,光伏,11443.97,1606.44,153.95,34.81,112.57,3.89,177.13,89.19,536.9,低
RE00124,2019-07-01,2019,7,广东,华南,光伏,11250.17,1160.41,116.38,32.78,149.78,3.67,153.07,88.01,694.75,低
RE00142,2019-08-01,2019,8,广东,华南,光伏,11272.96,1054.36,106.63,33.86,156.18,2.95,130.9,87.24,629.64,低
RE00160,2019-09-01,2019,9,广东,华南,光伏,11866.63,1230.08,116.49,26.7,151.64,3.55,116.26,89.04,665.31,低
RE00178,2019-10-01,2019,10,广东,华南,光伏,12138.81,1111.63,103.57,21.67,148.61,3.97,114.42,87.91,592.65,低
RE00196,2019-11-01,2019,11,广东,华南,光伏,11945.85,998.43,91.7,14.92,92.31,3.98,72.43,89.97,579.01,低
RE00214,2019-12-01,2019,12,广东,华南,光伏,12273.71,1015.67,91.46,11.31,71.43,5.28,68.47,89.48,661.68,低
RE00232,2020-01-01,2020,1,广东,华南,光伏,12762.04,1211.52,106.29,9.26,63.88,4.46,90.74,89.46,569.55,中
RE00250,2020-02-01,2020,2,广东,华南,光伏,12604.7,1545.48,138.74,10.05,24.66,6.4,125.55,89.03,732.08,中
RE00268,2020-03-01,2020,3,广东,华南,光伏,12481.36,1501.69,132.92,15.75,69.23,5.64,123.08,90.04,549.24,中
RE00286,2020-04-01,2020,4,广东,华南,光伏,13202.05,1712.44,139.06,22.23,87.32,4.17,157.96,92.03,638.86,中
RE00304,2020-05-01,2020,5,广东,华南,光伏,13096.25,1509.85,125.4,34.38,103.6,4.21,134.49,90.75,630.72,中
RE00322,2020-06-01,2020,6,广东,华南,光伏,13182.87,1624.71,134.13,31.62,93.83,3.71,153.19,90.53,625.08,中
RE00340,2020-07-01,2020,7,广东,华南,光伏,13651.47,1499.47,123.21,35.55,188.13,3.82,158.54,89.15,791.1,中
RE00358,2020-08-01,2020,8,广东,华南,光伏,13552.47,1421.4,116.5,33.15,171.57,3.28,132.83,89.98,427.82,中
RE00376,2020-09-01,2020,9,广东,华南,光伏,14070.3,1432.38,110.53,27.23,137.52,3.3,121.63,90.73,698.03,中
RE00394,2020-10-01,2020,10,广东,华南,光伏,14332.84,1138.1,85.82,20.93,146.7,3.57,105.52,91.54,660.68,中
RE00412,2020-11-01,2020,11,广东,华南,光伏,14774.9,1335.09,100.96,20.43,99.58,3.74,83.32,89.35,664.2,中
RE00430,2020-12-01,2020,12,广东,华南,光伏,14625.17,1278.18,96.88,13.8,94.18,5.11,84.28,89.25,775.03,中
RE00448,2021-01-01,2021,1,广东,华南,光伏,14901.66,1318.01,98.6,10.14,74.05,4.81,67.53,92.3,745.99,中
RE00466,2021-02-01,2021,2,广东,华南,光伏,14958.11,1582.43,117.59,10.58,68.99,5.09,106.25,88.89,599.94,中
RE00484,2021-03-01,2021,3,广东,华南,光伏,15499.78,1645.51,118.64,19.54,86.05,5.81,129.68,89.51,799.68,中
RE00502,2021-04-01,2021,4,广东,华南,光伏,15384.17,2226.73,158.26,19.83,72.83,4.96,158.56,91.18,915.55,中
RE00520,2021-05-01,2021,5,广东,华南,光伏,15920.73,1958.76,134.48,28.15,92.83,3.94,158.37,90.95,795.97,中
RE00538,2021-06-01,2021,6,广东,华南,光伏,15916.4,1958.35,131.0,33.07,123.46,3.82,160.36,92.35,594.37,中
RE00556,2021-07-01,2021,7,广东,华南,光伏,16412.99,2051.81,138.56,34.64,154.12,3.16,166.19,89.47,878.2,中
RE00574,2021-08-01,2021,8,广东,华南,光伏,16697.83,1949.54,124.53,34.87,169.36,3.02,148.28,91.78,867.98,中
RE00592,2021-09-01,2021,9,广东,华南,光伏,16891.71,1645.95,108.67,29.18,127.45,3.13,128.38,88.96,743.64,中
RE00610,2021-10-01,2021,10,广东,华南,光伏,16814.42,1469.33,97.06,22.03,136.94,4.05,98.63,90.84,889.4,中
RE00628,2021-11-01,2021,11,广东,华南,光伏,17330.26,1521.66,98.84,17.31,95.78,4.8,82.75,90.41,968.52,中
RE00646,2021-12-01,2021,12,广东,华南,光伏,17161.68,1649.75,106.89,15.68,70.99,3.84,85.07,89.98,704.47,中
RE00664,2022-01-01,2022,1,广东,华南,光伏,18103.97,1677.58,99.05,13.83,63.21,5.06,80.11,93.15,792.45,中
RE00682,2022-02-01,2022,2,广东,华南,光伏,17596.13,1747.47,110.32,11.32,39.16,4.98,88.53,92.06,966.16,中
RE00700,2022-03-01,2022,3,广东,华南,光伏,17996.47,2156.74,130.26,16.02,39.25,5.23,123.35,91.61,1018.04,中
RE00718,2022-04-01,2022,4,广东,华南,光伏,18769.99,2549.9,145.49,22.38,59.92,4.63,153.09,92.13,958.39,中
RE00736,2022-05-01,2022,5,广东,华南,光伏,18525.23,2714.63,158.13,29.29,92.53,4.14,169.0,91.07,885.74,中
RE00754,2022-06-01,2022,6,广东,华南,光伏,19009.9,2295.02,132.08,31.76,134.05,3.84,185.88,90.28,945.52,中
RE00772,2022-07-01,2022,7,广东,华南,光伏,18920.49,2479.05,138.47,32.74,151.56,2.58,167.96,93.58,714.36,中
RE00790,2022-08-01,2022,8,广东,华南,光伏,19498.43,2136.68,117.01,30.8,150.61,3.99,117.97,92.59,1096.01,中
RE00808,2022-09-01,2022,9,广东,华南,光伏,20157.34,2086.93,115.05,25.32,149.19,4.24,126.85,92.14,873.64,中
RE00826,2022-10-01,2022,10,广东,华南,光伏,20048.82,2021.83,115.21,21.37,129.94,3.43,123.16,91.88,866.19,中
RE00844,2022-11-01,2022,11,广东,华南,光伏,20585.81,1858.66,101.12,14.23,104.8,4.49,96.28,90.89,1335.42,中
RE00862,2022-12-01,2022,12,广东,华南,光伏,21047.17,2174.47,111.25,15.54,78.29,4.98,89.41,92.69,1078.25,中
RE00880,2023-01-01,2023,1,广东,华南,光伏,21099.34,2010.96,104.65,12.55,25.6,5.15,89.73,92.91,1173.08,中
RE00898,2023-02-01,2023,2,广东,华南,光伏,21119.15,2310.9,116.91,14.09,41.57,4.33,97.48,93.33,1112.76,中
RE00916,2023-03-01,2023,3,广东,华南,光伏,21305.75,2040.14,103.81,17.95,60.98,5.79,110.57,92.6,1225.79,中
RE00934,2023-04-01,2023,4,广东,华南,光伏,21838.05,2728.94,127.95,24.75,81.6,4.72,122.99,96.33,1151.78,中
RE00952,2023-05-01,2023,5,广东,华南,光伏,23020.98,3118.74,143.27,27.95,97.61,4.22,166.13,94.54,1202.99,中
RE00970,2023-06-01,2023,6,广东,华南,光伏,22664.08,2874.04,137.18,32.88,137.27,4.15,166.63,94.17,961.19,中
RE00988,2023-07-01,2023,7,广东,华南,光伏,22887.22,2497.22,115.25,34.9,147.81,3.15,151.98,94.94,1207.32,中
RE01006,2023-08-01,2023,8,广东,华南,光伏,23006.31,2312.7,108.5,30.64,161.46,3.27,133.25,93.41,1465.13,中
RE01024,2023-09-01,2023,9,广东,华南,光伏,24226.29,2592.05,110.76,29.14,146.74,3.91,129.9,93.84,1295.87,中
RE01042,2023-10-01,2023,10,广东,华南,光伏,24398.63,2413.9,107.26,22.93,120.66,2.82,111.41,93.9,1417.2,中
RE01060,2023-11-01,2023,11,广东,华南,光伏,24679.23,2090.15,89.2,15.93,102.33,5.28,79.56,94.54,1247.82,中
RE01078,2023-12-01,2023,12,广东,华南,光伏,23892.37,2120.64,94.59,12.95,76.7,4.59,78.47,92.57,1304.17,中
RE01096,2024-01-01,2024,1,广东,华南,光伏,25343.52,2816.56,119.13,11.93,84.73,5.55,102.48,93.59,1191.84,高
RE01114,2024-02-01,2024,2,广东,华南,光伏,24517.22,3138.16,129.61,15.2,63.84,6.21,108.16,95.24,1187.17,高
RE01132,2024-03-01,2024,3,广东,华南,光伏,24909.74,3053.22,128.52,13.31,59.34,5.51,125.97,95.02,1005.91,高
RE01150,2024-04-01,2024,4,广东,华南,光伏,26299.36,3715.43,149.05,23.33,93.16,5.08,148.63,93.13,1055.9,高
RE01168,2024-05-01,2024,5,广东,华南,光伏,26215.33,3303.22,135.26,27.34,93.93,4.17,159.22,94.0,1573.75,高
RE01186,2024-06-01,2024,6,广东,华南,光伏,26749.54,3377.8,134.02,31.99,120.24,3.89,152.05,93.43,1337.29,高
RE01204,2024-07-01,2024,7,广东,华南,光伏,26782.82,3216.53,124.98,35.04,151.9,3.25,140.86,95.17,1320.32,高
